"Plot Title: Rollinson_B5 "
"#","Time, GMT-05:00","Temp, °F()","Water Content, m³/m³()","PAR, uE()","Temp, °F()","RH, %()"
1,09/06/17 02:50:35 PM,59.099,0.1383,13.7,63.048,55.500
2,09/06/17 03:50:35 PM,59.185,0.1383,11.2,62.533,55.700
3,09/06/17 04:50:35 PM,59.315,0.1376,8.7,62.919,53.900
4,09/06/17 05:50:35 PM,59.401,0.1376,3.7,61.677,57.800
5,09/06/17 06:50:35 PM,59.445,0.1368,1.2,60.647,62.000
6,09/06/17 07:50:35 PM,59.445,0.1368,1.2,59.056,66.400
7,09/06/17 08:50:35 PM,59.445,0.1368,1.2,54.604,72.000
8,09/06/17 09:50:35 PM,59.401,0.1361,1.2,51.105,83.900
9,09/06/17 10:50:35 PM,59.229,0.1361,1.2,49.649,89.700
10,09/06/17 11:50:35 PM,59.056,0.1354,1.2,49.782,91.300
11,09/07/17 12:50:35 AM,58.842,0.1354,1.2,50.488,91.400
12,09/07/17 01:50:35 AM,58.669,0.1354,1.2,49.428,92.000
13,09/07/17 02:50:35 AM,58.498,0.1354,1.2,48.493,93.200
14,09/07/17 03:50:35 AM,58.325,0.1347,1.2,49.161,93.800
15,09/07/17 04:50:35 AM,58.152,0.1347,1.2,49.116,93.600
16,09/07/17 05:50:35 AM,58.023,0.1347,1.2,49.161,93.400
17,09/07/17 06:50:35 AM,57.893,0.1347,1.2,48.762,93.500
18,09/07/17 07:50:35 AM,57.765,0.1339,1.2,50.002,94.400
19,09/07/17 08:50:35 AM,57.636,0.1339,6.2,55.949,88.400
20,09/07/17 09:50:35 AM,57.636,0.1339,11.2,58.669,80.400
21,09/07/17 10:50:35 AM,57.722,0.1339,13.7,61.633,72.000
22,09/07/17 11:50:35 AM,57.893,0.1339,31.2,63.347,63.700
23,09/07/17 12:50:35 PM,58.152,0.1339,16.2,64.717,60.500
24,09/07/17 01:50:35 PM,58.411,0.1339,16.2,64.459,58.900
25,09/07/17 02:50:35 PM,58.626,0.1332,11.2,64.931,59.000
