"Plot_Name","Date_Check","Soil_Moisture","Relative_Humidity","PAR","Soil_Temp","Air_Temp"
"B127",2019-10-01 00:00:00,0.2901,75.1,1.2,20.198,24.774
"B127",2019-10-01 01:00:00,0.2894,78,1.2,20.15,23.954
"B127",2019-10-01 02:00:00,0.2894,82,1.2,20.103,23.064
"B127",2019-10-01 03:00:00,0.2886,85.1,1.2,20.055,22.441
"B127",2019-10-01 04:00:00,0.2886,86.8,1.2,19.984,22.178
"B127",2019-10-01 05:00:00,0.2886,87.1,1.2,19.912,22.345
"B127",2019-10-01 06:00:00,0.2879,87.2,1.2,19.865,21.987
"B127",2019-10-01 07:00:00,0.2879,88.6,1.2,19.817,21.867
"B127",2019-10-01 08:00:00,0.2879,89.1,1.2,19.77,22.321
"B127",2019-10-01 09:00:00,0.2872,87.3,16.2,19.77,23.641
"B127",2019-10-01 10:00:00,0.2872,84.9,26.2,19.817,24.484
"B127",2019-10-01 11:00:00,0.2872,81.3,46.2,19.96,25.647
"B127",2019-10-01 12:00:00,0.2865,79,48.7,20.174,27.554
"B127",2019-10-01 13:00:00,0.2865,74.3,71.2,20.436,28.667
"B127",2019-10-01 14:00:00,0.2857,72.2,123.7,20.722,29.315
"B127",2019-10-01 15:00:00,0.2857,72.9,31.2,21.032,29.09
"B127",2019-10-01 16:00:00,0.285,73.3,23.7,21.223,29.215
"B127",2019-10-01 17:00:00,0.285,74.8,16.2,21.366,29.065
"B127",2019-10-01 18:00:00,0.2843,75.7,6.2,21.485,28.692
"B127",2019-10-01 19:00:00,0.2843,77.4,1.2,21.557,27.801
"B127",2019-10-01 20:00:00,0.2843,78.9,1.2,21.581,27.063
"B127",2019-10-01 21:00:00,0.2836,80.6,1.2,21.581,26.818
"B127",2019-10-01 22:00:00,0.2836,80.4,1.2,21.557,26.5
"B127",2019-10-01 23:00:00,0.2836,79,1.2,21.533,26.573
"B127",2019-10-02 00:00:00,0.2836,77,1.2,21.509,26.329
"B127",2019-10-02 01:00:00,0.2836,79.2,1.2,21.485,25.525
"B127",2019-10-02 02:00:00,0.2828,85.4,1.2,21.437,22.705
"B127",2019-10-02 03:00:00,0.2828,88.8,1.2,21.318,20.484
"B127",2019-10-02 04:00:00,0.2821,90.8,1.2,21.127,20.341
"B127",2019-10-02 05:00:00,0.2821,92.3,1.2,20.936,20.198
"B127",2019-10-02 06:00:00,0.2828,95,1.2,20.77,19.746
"B127",2019-10-02 07:00:00,0.2836,98,1.2,20.603,16.439
"B127",2019-10-02 08:00:00,0.2843,99.1,1.2,20.317,15.39
"B127",2019-10-02 09:00:00,0.2843,99.5,1.2,19.96,14.673
"B127",2019-10-02 10:00:00,0.2843,99.6,3.7,19.603,14.816
"B127",2019-10-02 11:00:00,0.285,99.7,11.2,19.294,15.031
"B127",2019-10-02 12:00:00,0.285,99.7,18.7,19.08,15.318
"B127",2019-10-02 13:00:00,0.285,99.6,16.2,18.937,15.438
"B127",2019-10-02 14:00:00,0.285,99.3,16.2,18.818,15.485
"B127",2019-10-02 15:00:00,0.2843,99,18.7,18.723,15.724
"B127",2019-10-02 16:00:00,0.2843,98.7,11.2,18.652,15.533
"B127",2019-10-02 17:00:00,0.2843,98.6,6.2,18.557,15.294
"B127",2019-10-02 18:00:00,0.2836,98.5,1.2,18.461,15.151
"B127",2019-10-02 19:00:00,0.2843,99.1,1.2,18.343,14.888
"B127",2019-10-02 20:00:00,0.2857,99.8,1.2,18.247,14.96
"B127",2019-10-02 21:00:00,0.2857,100,1.2,18.152,15.127
"B127",2019-10-02 22:00:00,0.2857,100,1.2,18.081,15.366
"B127",2019-10-02 23:00:00,0.2857,100,1.2,18.01,15.605
"B127",2019-10-03 00:00:00,0.4092,100,1.2,17.867,15.629
"B127",2019-10-03 01:00:00,0.3889,100,1.2,17.153,15.867
"B127",2019-10-03 02:00:00,0.3932,100,1.2,17.13,15.629
"B127",2019-10-03 03:00:00,0.3388,100,1.2,17.177,15.724
"B127",2019-10-03 04:00:00,0.325,100,1.2,17.249,15.796
"B127",2019-10-03 05:00:00,0.3184,100,1.2,17.296,15.843
"B127",2019-10-03 06:00:00,0.3155,100,1.2,17.344,16.01
"B127",2019-10-03 07:00:00,0.3119,100,1.2,17.368,16.177
"B127",2019-10-03 08:00:00,0.3104,100,1.2,17.391,15.819
"B127",2019-10-03 09:00:00,0.309,100,3.7,17.391,15.175
"B127",2019-10-03 10:00:00,0.3075,100,8.7,17.391,14.601
"B127",2019-10-03 11:00:00,0.3061,100,23.7,17.344,15.939
"B127",2019-10-03 12:00:00,0.3046,95,38.7,17.368,16.749
"B127",2019-10-03 13:00:00,0.3032,87.5,66.2,17.439,17.582
"B127",2019-10-03 14:00:00,0.3017,83.4,46.2,17.534,17.153
"B127",2019-10-03 15:00:00,0.301,83.3,36.2,17.558,15.772
"B127",2019-10-03 16:00:00,0.2995,83.9,23.7,17.534,15.294
"B127",2019-10-03 17:00:00,0.2988,83,16.2,17.439,15.031
"B127",2019-10-03 18:00:00,0.2974,82.2,8.7,17.344,14.29
"B127",2019-10-03 19:00:00,0.2966,83.1,1.2,17.201,13.329
"B127",2019-10-03 20:00:00,0.2959,84.4,1.2,17.058,12.558
"B127",2019-10-03 21:00:00,0.2959,86.8,1.2,16.892,11.783
"B127",2019-10-03 22:00:00,0.2944,89.9,1.2,16.701,10.663
"B127",2019-10-03 23:00:00,0.2937,91.3,1.2,16.487,10.051
"B127",2019-10-04 00:00:00,0.2937,93.8,1.2,16.272,9.608
"B127",2019-10-04 01:00:00,0.293,94.4,1.2,16.058,9.41
"B127",2019-10-04 02:00:00,0.2923,93.7,1.2,15.867,8.99
"B127",2019-10-04 03:00:00,0.2923,92.1,1.2,15.676,8.295
"B127",2019-10-04 04:00:00,0.2915,92.6,1.2,15.461,7.242
"B127",2019-10-04 05:00:00,0.2908,95.3,1.2,15.247,7.845
"B127",2019-10-04 06:00:00,0.2908,95,1.2,15.055,7.67
"B127",2019-10-04 07:00:00,0.2901,96.1,1.2,14.888,8.195
"B127",2019-10-04 08:00:00,0.2901,95.7,1.2,14.745,9.213
"B127",2019-10-04 09:00:00,0.2894,94.4,11.2,14.649,10.516
"B127",2019-10-04 10:00:00,0.2894,92.2,18.7,14.625,11.637
"B127",2019-10-04 11:00:00,0.2894,88.3,61.2,14.697,13.064
"B127",2019-10-04 12:00:00,0.2886,86.8,38.7,14.864,13.04
"B127",2019-10-04 13:00:00,0.2886,86.1,46.2,14.984,13.473
"B127",2019-10-04 14:00:00,0.2879,85.4,36.2,15.055,13.257
"B127",2019-10-04 15:00:00,0.2879,84,31.2,15.103,13.522
"B127",2019-10-04 16:00:00,0.2879,83.5,16.2,15.151,13.064
"B127",2019-10-04 17:00:00,0.2872,84.1,6.2,15.151,12.703
"B127",2019-10-04 18:00:00,0.2872,85.4,3.7,15.103,12.268
"B127",2019-10-04 19:00:00,0.2865,87.4,1.2,15.055,11.953
"B127",2019-10-04 20:00:00,0.2865,88.3,1.2,14.984,11.807
"B127",2019-10-04 21:00:00,0.2857,89.3,1.2,14.936,11.686
"B127",2019-10-04 22:00:00,0.2857,89.5,1.2,14.864,10.736
"B127",2019-10-04 23:00:00,0.2857,93,1.2,14.792,9.977
"B127",2019-10-05 00:00:00,0.285,92.4,1.2,14.697,10.198
"B127",2019-10-05 01:00:00,0.285,90.4,1.2,14.601,9.583
"B127",2019-10-05 02:00:00,0.285,92.1,1.2,14.505,8.965
"B127",2019-10-05 03:00:00,0.2843,93,1.2,14.385,8.668
"B127",2019-10-05 04:00:00,0.2843,93.6,1.2,14.266,8.99
"B127",2019-10-05 05:00:00,0.2843,94,1.2,14.146,8.866
"B127",2019-10-05 06:00:00,0.2836,94.5,1.2,14.05,8.817
"B127",2019-10-05 07:00:00,0.2836,94.8,1.2,13.954,8.916
"B127",2019-10-05 08:00:00,0.2836,93,3.7,13.882,9.336
"B127",2019-10-05 09:00:00,0.2836,90.6,8.7,13.786,10.614
"B127",2019-10-05 10:00:00,0.2828,85.1,23.7,13.786,13.016
"B127",2019-10-05 11:00:00,0.2836,78.3,66.2,13.858,13.81
"B127",2019-10-05 12:00:00,0.2828,76.2,43.7,14.05,14.673
